"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature",,,,,
Time (UTC), Avg(ChrW(186)F), Min(°F), Max(°F),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(g), Min(g), Max(g),,Time (UTC), Avg(g), Min(g), Max(g),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(°F), Min(°F), Max(°F),,
02/17/2020 23:09:41,64.5133445739746,64.5133445739746,64.5133445739746,,02/18/2020 00:09:25,1.0294144,1.0294144,1.0294144,,02/18/2020 00:09:24,0.0193738,0.0193738,0.0193738,,02/18/2020 00:09:24,0.0058489,0.0058489,0.0058489,,02/18/2020 00:09:24,1.0019258,1.0019258,1.0019258,,02/18/2020 00:09:24,0.0505395,0.0505395,0.0505395,,02/18/2020 00:09:25,0.0443386,0.0443386,0.0443386,,02/18/2020 00:09:25,0.0162346,0.0162346,0.0162346,,02/18/2020 00:09:25,0.0043474,0.0043474,0.0043474,,02/17/2020 23:09:41,64.5133445739746,64.5133445739746,64.5133445739746,,
02/17/2020 23:19:46,64.3300102233887,64.3300102233887,64.3300102233887,,02/18/2020 00:19:17,1.0484287,1.0484287,1.0484287,,02/18/2020 00:19:16,0.0158008,0.0158008,0.0158008,,02/18/2020 00:19:16,0.0050511,0.0050511,0.0050511,,02/18/2020 00:19:16,0.9954731,0.9954731,0.9954731,,02/18/2020 00:19:16,0.0480636,0.0480636,0.0480636,,02/18/2020 00:19:17,0.0465795,0.0465795,0.0465795,,02/18/2020 00:19:17,0.0143313,0.0143313,0.0143313,,02/18/2020 00:19:17,0.0048453,0.0048453,0.0048453,,02/17/2020 23:19:46,64.3300102233887,64.3300102233887,64.3300102233887,,
02/17/2020 23:29:50,64.5499977111816,64.5499977111816,64.5499977111816,,02/18/2020 00:29:08,1.0478507,1.0478507,1.0478507,,02/18/2020 00:29:07,0.0127518,0.0127518,0.0127518,,02/18/2020 00:29:07,0.0048572,0.0048572,0.0048572,,02/18/2020 00:29:07,0.975029,0.975029,0.975029,,02/18/2020 00:29:07,0.0460971,0.0460971,0.0460971,,02/18/2020 00:29:08,0.0473374,0.0473374,0.0473374,,02/18/2020 00:29:08,0.0147522,0.0147522,0.0147522,,02/18/2020 00:29:08,0.0052042,0.0052042,0.0052042,,02/17/2020 23:29:50,64.5499977111816,64.5499977111816,64.5499977111816,,
02/17/2020 23:38:51,64.9166664123535,64.9166664123535,64.9166664123535,,02/18/2020 00:39:00,1.0521475,1.0521475,1.0521475,,02/18/2020 00:39:00,0.0143914,0.0143914,0.0143914,,02/18/2020 00:39:00,0.0047362,0.0047362,0.0047362,,02/18/2020 00:39:00,0.9970811,0.9970811,0.9970811,,02/18/2020 00:39:00,0.0443639,0.0443639,0.0443639,,02/18/2020 00:39:00,0.0394733,0.0394733,0.0394733,,02/18/2020 00:39:00,0.0142244,0.0142244,0.0142244,,02/18/2020 00:39:00,0.0054508,0.0054508,0.0054508,,02/17/2020 23:38:51,64.9166664123535,64.9166664123535,64.9166664123535,,
02/17/2020 23:48:56,64.9899829864502,64.9899829864502,64.9899829864502,,02/18/2020 00:48:52,1.0348802,1.0348802,1.0348802,,02/18/2020 00:48:51,0.0179349,0.0179349,0.0179349,,02/18/2020 00:48:51,0.0055117,0.0055117,0.0055117,,02/18/2020 00:48:51,1.01007,1.01007,1.01007,,02/18/2020 00:48:51,0.0523835,0.0523835,0.0523835,,02/18/2020 00:48:52,0.0400649,0.0400649,0.0400649,,02/18/2020 00:48:52,0.0120464,0.0120464,0.0120464,,02/18/2020 00:48:52,0.0037093,0.0037093,0.0037093,,02/17/2020 23:48:56,64.9899829864502,64.9899829864502,64.9899829864502,,
02/18/2020 00:00:00,65.1000007629395,65.1000007629395,65.1000007629395,,02/18/2020 00:58:42,1.0177033,1.0177033,1.0177033,,02/18/2020 00:58:41,0.0174063,0.0174063,0.0174063,,02/18/2020 00:58:41,0.0048906,0.0048906,0.0048906,,02/18/2020 00:58:41,0.9891457,0.9891457,0.9891457,,02/18/2020 00:58:41,0.0447343,0.0447343,0.0447343,,02/18/2020 00:58:42,0.0431416,0.0431416,0.0431416,,02/18/2020 00:58:42,0.0171625,0.0171625,0.0171625,,02/18/2020 00:58:42,0.0053156,0.0053156,0.0053156,,02/18/2020 00:00:00,65.1000007629395,65.1000007629395,65.1000007629395,,
02/18/2020 00:10:00,65.1733139038086,65.1733139038086,65.1733139038086,,02/18/2020 01:09:32,1.0451978,1.0451978,1.0451978,,02/18/2020 01:09:31,0.0160867,0.0160867,0.0160867,,02/18/2020 01:09:31,0.0061441,0.0061441,0.0061441,,02/18/2020 01:09:31,1.0071465,1.0071465,1.0071465,,02/18/2020 01:09:31,0.0549626,0.0549626,0.0549626,,02/18/2020 01:09:32,0.0480176,0.0480176,0.0480176,,02/18/2020 01:09:32,0.0153017,0.0153017,0.0153017,,02/18/2020 01:09:32,0.0048519,0.0048519,0.0048519,,02/18/2020 00:10:00,65.1733139038086,65.1733139038086,65.1733139038086,,
02/18/2020 00:20:02,65.4666660308838,65.4666660308838,65.4666660308838,,02/18/2020 01:19:24,1.0529784,1.0529784,1.0529784,,02/18/2020 01:19:24,0.0204105,0.0204105,0.0204105,,02/18/2020 01:19:24,0.0043118,0.0043118,0.0043118,,02/18/2020 01:19:24,0.9834239,0.9834239,0.9834239,,02/18/2020 01:19:24,0.0495567,0.0495567,0.0495567,,02/18/2020 01:19:24,0.0412993,0.0412993,0.0412993,,02/18/2020 01:19:24,0.016257,0.016257,0.016257,,02/18/2020 01:19:24,0.0052007,0.0052007,0.0052007,,02/18/2020 00:20:02,65.4666660308838,65.4666660308838,65.4666660308838,,
02/18/2020 00:30:03,65.31999168396,65.31999168396,65.31999168396,,02/18/2020 01:29:16,17.2628247,17.2628247,17.2628247,,02/18/2020 01:29:15,0.1126195,0.1126195,0.1126195,,02/18/2020 01:29:15,0.0346909,0.0346909,0.0346909,,02/18/2020 01:29:15,15.5071267,15.5071267,15.5071267,,02/18/2020 01:29:15,0.8002984,0.8002984,0.8002984,,02/18/2020 01:29:16,0.7032545,0.7032545,0.7032545,,02/18/2020 01:29:16,0.1264159,0.1264159,0.1264159,,02/18/2020 01:29:16,0.0405678,0.0405678,0.0405678,,02/18/2020 00:30:03,65.31999168396,65.31999168396,65.31999168396,,
02/18/2020 00:39:05,65.2833351135254,65.2833351135254,65.2833351135254,,02/18/2020 01:39:08,29.7250499,29.7250499,29.7250499,,02/18/2020 01:39:07,0.1848907,0.1848907,0.1848907,,02/18/2020 01:39:07,0.0595928,0.0595928,0.0595928,,02/18/2020 01:39:07,21.5504048,21.5504048,21.5504048,,02/18/2020 01:39:07,1.4307749,1.4307749,1.4307749,,02/18/2020 01:39:08,1.7273107,1.7273107,1.7273107,,02/18/2020 01:39:08,0.1466274,0.1466274,0.1466274,,02/18/2020 01:39:08,0.044816,0.044816,0.044816,,02/18/2020 00:39:05,65.2833351135254,65.2833351135254,65.2833351135254,,
02/18/2020 00:49:07,65.1733139038086,65.1733139038086,65.1733139038086,,02/18/2020 01:49:00,19.8580861,19.8580861,19.8580861,,02/18/2020 01:48:59,0.1781709,0.1781709,0.1781709,,02/18/2020 01:48:59,0.0437676,0.0437676,0.0437676,,02/18/2020 01:48:59,17.3232903,17.3232903,17.3232903,,02/18/2020 01:48:59,1.0347714,1.0347714,1.0347714,,02/18/2020 01:49:00,0.9047102,0.9047102,0.9047102,,02/18/2020 01:49:00,0.0805262,0.0805262,0.0805262,,02/18/2020 01:49:00,0.0230404,0.0230404,0.0230404,,02/18/2020 00:49:07,65.1733139038086,65.1733139038086,65.1733139038086,,
02/18/2020 01:00:07,65.5399826049805,65.5399826049805,65.5399826049805,,02/18/2020 01:58:52,1.3390245,1.3390245,1.3390245,,02/18/2020 01:58:51,0.0154977,0.0154977,0.0154977,,02/18/2020 01:58:51,0.0052315,0.0052315,0.0052315,,02/18/2020 01:58:51,1.3649882,1.3649882,1.3649882,,02/18/2020 01:58:51,0.2862387,0.2862387,0.2862387,,02/18/2020 01:58:52,0.3023824,0.3023824,0.3023824,,02/18/2020 01:58:52,0.0217221,0.0217221,0.0217221,,02/18/2020 01:58:52,0.0042345,0.0042345,0.0042345,,02/18/2020 01:00:07,65.5399826049805,65.5399826049805,65.5399826049805,,
02/18/2020 01:10:10,65.5766838073731,65.5766838073731,65.5766838073731,,02/18/2020 02:08:43,1.0387822,1.0387822,1.0387822,,02/18/2020 02:08:42,0.0155387,0.0155387,0.0155387,,02/18/2020 02:08:42,0.005065,0.005065,0.005065,,02/18/2020 02:08:42,0.9389648,0.9389648,0.9389648,,02/18/2020 02:08:42,0.0471067,0.0471067,0.0471067,,02/18/2020 02:08:43,0.049711,0.049711,0.049711,,02/18/2020 02:08:43,0.0134545,0.0134545,0.0134545,,02/18/2020 02:08:43,0.0043095,0.0043095,0.0043095,,02/18/2020 01:10:10,65.5766838073731,65.5766838073731,65.5766838073731,,
02/18/2020 01:20:13,65.9433525085449,65.9433525085449,65.9433525085449,,02/18/2020 02:19:34,1.0366635,1.0366635,1.0366635,,02/18/2020 02:19:33,0.0187355,0.0187355,0.0187355,,02/18/2020 02:19:33,0.0049697,0.0049697,0.0049697,,02/18/2020 02:19:33,1.0352544,1.0352544,1.0352544,,02/18/2020 02:19:33,0.0487371,0.0487371,0.0487371,,02/18/2020 02:19:34,0.0419768,0.0419768,0.0419768,,02/18/2020 02:19:34,0.0135838,0.0135838,0.0135838,,02/18/2020 02:19:34,0.0046581,0.0046581,0.0046581,,02/18/2020 01:20:13,65.9433525085449,65.9433525085449,65.9433525085449,,
02/18/2020 01:29:16,66.3466743469238,66.3466743469238,66.3466743469238,,02/18/2020 02:29:26,1.024155,1.024155,1.024155,,02/18/2020 02:29:25,0.0198077,0.0198077,0.0198077,,02/18/2020 02:29:25,0.0064325,0.0064325,0.0064325,,02/18/2020 02:29:25,0.982693,0.982693,0.982693,,02/18/2020 02:29:25,0.0612101,0.0612101,0.0612101,,02/18/2020 02:29:26,0.0495707,0.0495707,0.0495707,,02/18/2020 02:29:26,0.0170614,0.0170614,0.0170614,,02/18/2020 02:29:26,0.0052652,0.0052652,0.0052652,,02/18/2020 01:29:16,66.3466743469238,66.3466743469238,66.3466743469238,,
02/18/2020 01:39:19,67.1533248901367,67.1533248901367,67.1533248901367,,02/18/2020 02:39:17,1.0331977,1.0331977,1.0331977,,02/18/2020 02:39:16,0.0170338,0.0170338,0.0170338,,02/18/2020 02:39:16,0.0049459,0.0049459,0.0049459,,02/18/2020 02:39:16,0.9678454,0.9678454,0.9678454,,02/18/2020 02:39:16,0.045706,0.045706,0.045706,,02/18/2020 02:39:17,0.0393228,0.0393228,0.0393228,,02/18/2020 02:39:17,0.0150802,0.0150802,0.0150802,,02/18/2020 02:39:17,0.0049723,0.0049723,0.0049723,,02/18/2020 01:39:19,67.1533248901367,67.1533248901367,67.1533248901367,,
02/18/2020 01:49:23,67.9233154296875,67.9233154296875,67.9233154296875,,02/18/2020 02:49:09,1.0364957,1.0364957,1.0364957,,02/18/2020 02:49:08,0.0206663,0.0206663,0.0206663,,02/18/2020 02:49:08,0.0054494,0.0054494,0.0054494,,02/18/2020 02:49:08,0.9769294,0.9769294,0.9769294,,02/18/2020 02:49:08,0.046481,0.046481,0.046481,,02/18/2020 02:49:09,0.0409152,0.0409152,0.0409152,,02/18/2020 02:49:09,0.0156583,0.0156583,0.0156583,,02/18/2020 02:49:09,0.0053772,0.0053772,0.0053772,,02/18/2020 01:49:23,67.9233154296875,67.9233154296875,67.9233154296875,,
02/18/2020 01:59:25,68.7300071716309,68.7300071716309,68.7300071716309,,02/18/2020 02:59:01,1.034679,1.034679,1.034679,,02/18/2020 02:59:00,0.0152475,0.0152475,0.0152475,,02/18/2020 02:59:00,0.0046778,0.0046778,0.0046778,,02/18/2020 02:59:00,1.0043064,1.0043064,1.0043064,,02/18/2020 02:59:00,0.0547578,0.0547578,0.0547578,,02/18/2020 02:59:01,0.0455599,0.0455599,0.0455599,,02/18/2020 02:59:01,0.0195401,0.0195401,0.0195401,,02/18/2020 02:59:01,0.0056903,0.0056903,0.0056903,,02/18/2020 01:59:25,68.7300071716309,68.7300071716309,68.7300071716309,,
02/18/2020 02:09:26,69.830009841919,69.830009841919,69.830009841919,,02/18/2020 03:08:53,1.0370971,1.0370971,1.0370971,,02/18/2020 03:08:52,0.0147829,0.0147829,0.0147829,,02/18/2020 03:08:52,0.0056645,0.0056645,0.0056645,,02/18/2020 03:08:52,0.9747576,0.9747576,0.9747576,,02/18/2020 03:08:52,0.0466104,0.0466104,0.0466104,,02/18/2020 03:08:53,0.0429555,0.0429555,0.0429555,,02/18/2020 03:08:53,0.017976,0.017976,0.017976,,02/18/2020 03:08:53,0.0059141,0.0059141,0.0059141,,02/18/2020 02:09:26,69.830009841919,69.830009841919,69.830009841919,,
02/18/2020 02:20:27,70.4166660308838,70.4166660308838,70.4166660308838,,02/18/2020 03:18:44,1.0036258,1.0036258,1.0036258,,02/18/2020 03:18:43,0.0159716,0.0159716,0.0159716,,02/18/2020 03:18:43,0.0047414,0.0047414,0.0047414,,02/18/2020 03:18:43,1.0054759,1.0054759,1.0054759,,02/18/2020 03:18:43,0.052329,0.052329,0.052329,,02/18/2020 03:18:44,0.0430967,0.0430967,0.0430967,,02/18/2020 03:18:44,0.0183001,0.0183001,0.0183001,,02/18/2020 03:18:44,0.0057659,0.0057659,0.0057659,,02/18/2020 02:20:27,70.4166660308838,70.4166660308838,70.4166660308838,,
02/18/2020 02:29:30,70.6000003814697,70.6000003814697,70.6000003814697,,02/18/2020 03:29:36,1.0230531,1.0230531,1.0230531,,02/18/2020 03:29:35,0.0178913,0.0178913,0.0178913,,02/18/2020 03:29:35,0.0052648,0.0052648,0.0052648,,02/18/2020 03:29:35,0.9691193,0.9691193,0.9691193,,02/18/2020 03:29:35,0.0479307,0.0479307,0.0479307,,02/18/2020 03:29:36,0.0433101,0.0433101,0.0433101,,02/18/2020 03:29:36,0.0196715,0.0196715,0.0196715,,02/18/2020 03:29:36,0.0051771,0.0051771,0.0051771,,02/18/2020 02:29:30,70.6000003814697,70.6000003814697,70.6000003814697,,
02/18/2020 02:39:32,70.9300090789795,70.9300090789795,70.9300090789795,,02/18/2020 03:39:28,1.0507307,1.0507307,1.0507307,,02/18/2020 03:39:27,0.0133705,0.0133705,0.0133705,,02/18/2020 03:39:27,0.0049703,0.0049703,0.0049703,,02/18/2020 03:39:27,0.9645877,0.9645877,0.9645877,,02/18/2020 03:39:27,0.0476429,0.0476429,0.0476429,,02/18/2020 03:39:28,0.0418586,0.0418586,0.0418586,,02/18/2020 03:39:28,0.0181366,0.0181366,0.0181366,,02/18/2020 03:39:28,0.005062,0.005062,0.005062,,02/18/2020 02:39:32,70.9300090789795,70.9300090789795,70.9300090789795,,
02/18/2020 02:49:35,70.9300090789795,70.9300090789795,70.9300090789795,,02/18/2020 03:49:19,1.0488855,1.0488855,1.0488855,,02/18/2020 03:49:19,0.0171805,0.0171805,0.0171805,,02/18/2020 03:49:19,0.0050686,0.0050686,0.0050686,,02/18/2020 03:49:19,1.0142883,1.0142883,1.0142883,,02/18/2020 03:49:19,0.0502629,0.0502629,0.0502629,,02/18/2020 03:49:19,0.0460311,0.0460311,0.0460311,,02/18/2020 03:49:19,0.0174506,0.0174506,0.0174506,,02/18/2020 03:49:19,0.005254,0.005254,0.005254,,02/18/2020 02:49:35,70.9300090789795,70.9300090789795,70.9300090789795,,
02/18/2020 02:59:37,70.8566513061523,70.8566513061523,70.8566513061523,,02/18/2020 03:59:11,1.0432442,1.0432442,1.0432442,,02/18/2020 03:59:10,0.0164348,0.0164348,0.0164348,,02/18/2020 03:59:10,0.0051249,0.0051249,0.0051249,,02/18/2020 03:59:10,0.9827347,0.9827347,0.9827347,,02/18/2020 03:59:10,0.0415826,0.0415826,0.0415826,,02/18/2020 03:59:11,0.0445664,0.0445664,0.0445664,,02/18/2020 03:59:11,0.014528,0.014528,0.014528,,02/18/2020 03:59:11,0.0055176,0.0055176,0.0055176,,02/18/2020 02:59:37,70.8566513061523,70.8566513061523,70.8566513061523,,
02/18/2020 03:09:38,70.5633438110352,70.5633438110352,70.5633438110352,,02/18/2020 04:09:03,1.0510662,1.0510662,1.0510662,,02/18/2020 04:09:02,0.0171012,0.0171012,0.0171012,,02/18/2020 04:09:02,0.0062067,0.0062067,0.0062067,,02/18/2020 04:09:02,0.9946378,0.9946378,0.9946378,,02/18/2020 04:09:02,0.0499647,0.0499647,0.0499647,,02/18/2020 04:09:03,0.0412808,0.0412808,0.0412808,,02/18/2020 04:09:03,0.0187607,0.0187607,0.0187607,,02/18/2020 04:09:03,0.0051604,0.0051604,0.0051604,,02/18/2020 03:09:38,70.5633438110352,70.5633438110352,70.5633438110352,,
02/18/2020 03:18:43,70.526683807373,70.526683807373,70.526683807373,,02/18/2020 04:18:54,1.0480262,1.0480262,1.0480262,,02/18/2020 04:18:53,0.0192161,0.0192161,0.0192161,,02/18/2020 04:18:53,0.0054815,0.0054815,0.0054815,,02/18/2020 04:18:53,0.9952852,0.9952852,0.9952852,,02/18/2020 04:18:53,0.0443397,0.0443397,0.0443397,,02/18/2020 04:18:54,0.0428059,0.0428059,0.0428059,,02/18/2020 04:18:54,0.0197224,0.0197224,0.0197224,,02/18/2020 04:18:54,0.0058656,0.0058656,0.0058656,,02/18/2020 03:18:43,70.526683807373,70.526683807373,70.526683807373,,
02/18/2020 03:29:48,69.9399829864502,69.9399829864502,69.9399829864502,,02/18/2020 04:28:46,1.0366428,1.0366428,1.0366428,,02/18/2020 04:28:45,0.0168077,0.0168077,0.0168077,,02/18/2020 04:28:45,0.0046843,0.0046843,0.0046843,,02/18/2020 04:28:45,0.9767623,0.9767623,0.9767623,,02/18/2020 04:28:45,0.0596507,0.0596507,0.0596507,,02/18/2020 04:28:46,0.0460688,0.0460688,0.0460688,,02/18/2020 04:28:46,0.014423,0.014423,0.014423,,02/18/2020 04:28:46,0.0049136,0.0049136,0.0049136,,02/18/2020 03:29:48,69.9399829864502,69.9399829864502,69.9399829864502,,
02/18/2020 03:39:50,69.9399829864502,69.9399829864502,69.9399829864502,,02/18/2020 04:39:36,1.0510197,1.0510197,1.0510197,,02/18/2020 04:39:35,0.0157318,0.0157318,0.0157318,,02/18/2020 04:39:35,0.0042933,0.0042933,0.0042933,,02/18/2020 04:39:35,0.9714999,0.9714999,0.9714999,,02/18/2020 04:39:35,0.0514184,0.0514184,0.0514184,,02/18/2020 04:39:36,0.0445759,0.0445759,0.0445759,,02/18/2020 04:39:36,0.0135421,0.0135421,0.0135421,,02/18/2020 04:39:36,0.0044349,0.0044349,0.0044349,,02/18/2020 03:39:50,69.9399829864502,69.9399829864502,69.9399829864502,,
02/18/2020 03:49:52,69.7199920654297,69.7199920654297,69.7199920654297,,02/18/2020 04:49:27,1.033066,1.033066,1.033066,,02/18/2020 04:49:27,0.0191369,0.0191369,0.0191369,,02/18/2020 04:49:27,0.005729,0.005729,0.005729,,02/18/2020 04:49:27,0.9783911,0.9783911,0.9783911,,02/18/2020 04:49:27,0.0480658,0.0480658,0.0480658,,02/18/2020 04:49:27,0.0452659,0.0452659,0.0452659,,02/18/2020 04:49:27,0.0155743,0.0155743,0.0155743,,02/18/2020 04:49:27,0.0048903,0.0048903,0.0048903,,02/18/2020 03:49:52,69.7199920654297,69.7199920654297,69.7199920654297,,
02/18/2020 03:59:55,69.6100189208984,69.6100189208984,69.6100189208984,,02/18/2020 04:59:19,1.0236079,1.0236079,1.0236079,,02/18/2020 04:59:19,0.0181054,0.0181054,0.0181054,,02/18/2020 04:59:19,0.0057758,0.0057758,0.0057758,,02/18/2020 04:59:19,0.9834656,0.9834656,0.9834656,,02/18/2020 04:59:19,0.0492045,0.0492045,0.0492045,,02/18/2020 04:59:19,0.0499298,0.0499298,0.0499298,,02/18/2020 04:59:19,0.0208474,0.0208474,0.0208474,,02/18/2020 04:59:19,0.0057373,0.0057373,0.0057373,,02/18/2020 03:59:55,69.6100189208984,69.6100189208984,69.6100189208984,,
02/18/2020 04:09:57,69.3533233642578,69.3533233642578,69.3533233642578,,02/18/2020 05:09:11,1.0315796,1.0315796,1.0315796,,02/18/2020 05:09:10,0.0164381,0.0164381,0.0164381,,02/18/2020 05:09:10,0.0051739,0.0051739,0.0051739,,02/18/2020 05:09:10,0.9489885,0.9489885,0.9489885,,02/18/2020 05:09:10,0.0641116,0.0641116,0.0641116,,02/18/2020 05:09:11,0.0456548,0.0456548,0.0456548,,02/18/2020 05:09:11,0.0167543,0.0167543,0.0167543,,02/18/2020 05:09:11,0.0052266,0.0052266,0.0052266,,02/18/2020 04:09:57,69.3533233642578,69.3533233642578,69.3533233642578,,
02/18/2020 04:19:00,69.023314666748,69.023314666748,69.023314666748,,02/18/2020 05:19:03,1.0703773,1.0703773,1.0703773,,02/18/2020 05:19:02,0.0170026,0.0170026,0.0170026,,02/18/2020 05:19:02,0.0050184,0.0050184,0.0050184,,02/18/2020 05:19:02,0.9713746,0.9713746,0.9713746,,02/18/2020 05:19:02,0.049375,0.049375,0.049375,,02/18/2020 05:19:03,0.0437627,0.0437627,0.0437627,,02/18/2020 05:19:03,0.0155948,0.0155948,0.0155948,,02/18/2020 05:19:03,0.0050249,0.0050249,0.0050249,,02/18/2020 04:19:00,69.023314666748,69.023314666748,69.023314666748,,
02/18/2020 04:29:01,68.6199928283691,68.6199928283691,68.6199928283691,,02/18/2020 05:28:52,1.0617605,1.0617605,1.0617605,,02/18/2020 05:28:52,0.0189281,0.0189281,0.0189281,,02/18/2020 05:28:52,0.0057722,0.0057722,0.0057722,,02/18/2020 05:28:52,0.9632722,0.9632722,0.9632722,,02/18/2020 05:28:52,0.0477565,0.0477565,0.0477565,,02/18/2020 05:28:52,0.0488156,0.0488156,0.0488156,,02/18/2020 05:28:52,0.0186118,0.0186118,0.0186118,,02/18/2020 05:28:52,0.0057147,0.0057147,0.0057147,,02/18/2020 04:29:01,68.6199928283691,68.6199928283691,68.6199928283691,,
02/18/2020 04:40:02,67.9966766357422,67.9966766357422,67.9966766357422,,02/18/2020 05:38:44,1.060883,1.060883,1.060883,,02/18/2020 05:38:43,0.0138404,0.0138404,0.0138404,,02/18/2020 05:38:43,0.0048983,0.0048983,0.0048983,,02/18/2020 05:38:43,0.9708525,0.9708525,0.9708525,,02/18/2020 05:38:43,0.0477002,0.0477002,0.0477002,,02/18/2020 05:38:44,0.057983,0.057983,0.057983,,02/18/2020 05:38:44,0.0151464,0.0151464,0.0151464,,02/18/2020 05:38:44,0.0040651,0.0040651,0.0040651,,02/18/2020 04:40:02,67.9966766357422,67.9966766357422,67.9966766357422,,
02/18/2020 04:50:03,67.8866554260254,67.8866554260254,67.8866554260254,,02/18/2020 05:49:35,1.0355357,1.0355357,1.0355357,,02/18/2020 05:49:34,0.0142693,0.0142693,0.0142693,,02/18/2020 05:49:34,0.0046392,0.0046392,0.0046392,,02/18/2020 05:49:34,0.9743399,0.9743399,0.9743399,,02/18/2020 05:49:34,0.0453439,0.0453439,0.0453439,,02/18/2020 05:49:35,0.0426192,0.0426192,0.0426192,,02/18/2020 05:49:35,0.0159806,0.0159806,0.0159806,,02/18/2020 05:49:35,0.0049906,0.0049906,0.0049906,,02/18/2020 04:50:03,67.8866554260254,67.8866554260254,67.8866554260254,,
02/18/2020 05:00:04,67.6666679382324,67.6666679382324,67.6666679382324,,02/18/2020 05:59:27,1.0754251,1.0754251,1.0754251,,02/18/2020 05:59:26,0.0165652,0.0165652,0.0165652,,02/18/2020 05:59:26,0.0047322,0.0047322,0.0047322,,02/18/2020 05:59:26,0.999754,0.999754,0.999754,,02/18/2020 05:59:26,0.0588448,0.0588448,0.0588448,,02/18/2020 05:59:27,0.0450529,0.0450529,0.0450529,,02/18/2020 05:59:27,0.0151679,0.0151679,0.0151679,,02/18/2020 05:59:27,0.005413,0.005413,0.005413,,02/18/2020 05:00:04,67.6666679382324,67.6666679382324,67.6666679382324,,
02/18/2020 05:10:07,67.4466735839844,67.4466735839844,67.4466735839844,,02/18/2020 06:09:18,1.0431461,1.0431461,1.0431461,,02/18/2020 06:09:18,0.0191677,0.0191677,0.0191677,,02/18/2020 06:09:18,0.005391,0.005391,0.005391,,02/18/2020 06:09:18,1.004035,1.004035,1.004035,,02/18/2020 06:09:18,0.0532835,0.0532835,0.0532835,,02/18/2020 06:09:18,0.0425081,0.0425081,0.0425081,,02/18/2020 06:09:18,0.0186021,0.0186021,0.0186021,,02/18/2020 06:09:18,0.0054912,0.0054912,0.0054912,,02/18/2020 05:10:07,67.4466735839844,67.4466735839844,67.4466735839844,,
02/18/2020 05:19:10,67.1166648864746,67.1166648864746,67.1166648864746,,02/18/2020 06:19:10,1.0502713,1.0502713,1.0502713,,02/18/2020 06:19:09,0.0125818,0.0125818,0.0125818,,02/18/2020 06:19:09,0.0046505,0.0046505,0.0046505,,02/18/2020 06:19:09,0.9873498,0.9873498,0.9873498,,02/18/2020 06:19:09,0.0452382,0.0452382,0.0452382,,02/18/2020 06:19:10,0.0460996,0.0460996,0.0460996,,02/18/2020 06:19:10,0.0149195,0.0149195,0.0149195,,02/18/2020 06:19:10,0.0046734,0.0046734,0.0046734,,02/18/2020 05:19:10,67.1166648864746,67.1166648864746,67.1166648864746,,
02/18/2020 05:29:08,67.0066505432129,67.0066505432129,67.0066505432129,,02/18/2020 06:29:01,1.0303099,1.0303099,1.0303099,,02/18/2020 06:29:00,0.0146281,0.0146281,0.0146281,,02/18/2020 06:29:00,0.0053544,0.0053544,0.0053544,,02/18/2020 06:29:00,0.9605992,0.9605992,0.9605992,,02/18/2020 06:29:00,0.0477938,0.0477938,0.0477938,,02/18/2020 06:29:01,0.0393753,0.0393753,0.0393753,,02/18/2020 06:29:01,0.0160196,0.0160196,0.0160196,,02/18/2020 06:29:01,0.0049572,0.0049572,0.0049572,,02/18/2020 05:29:08,67.0066505432129,67.0066505432129,67.0066505432129,,
02/18/2020 05:39:12,66.639981842041,66.639981842041,66.639981842041,,02/18/2020 06:38:54,1.0305344,1.0305344,1.0305344,,02/18/2020 06:38:53,0.0143577,0.0143577,0.0143577,,02/18/2020 06:38:53,0.0046883,0.0046883,0.0046883,,02/18/2020 06:38:53,1.0071674,1.0071674,1.0071674,,02/18/2020 06:38:53,0.0495112,0.0495112,0.0495112,,02/18/2020 06:38:54,0.0438415,0.0438415,0.0438415,,02/18/2020 06:38:54,0.0132268,0.0132268,0.0132268,,02/18/2020 06:38:54,0.0045957,0.0045957,0.0045957,,02/18/2020 05:39:12,66.639981842041,66.639981842041,66.639981842041,,
